status,match_method,match_confidence,match_score,pre_index,post_index,pre_tuid,post_tuid,tuid_changed,text_changed,pre_text_hash,post_text_hash,pre_tag_count,post_tag_count,tag_count_delta,pre_tag_types,post_tag_types,pre_langs,post_langs,prop_types_pre,prop_types_post,has_dom_nesting_pre,has_dom_nesting_post
MATCHED,alignment_text_fingerprint,high,,0,0,C-001,OoyEMZ4BXb1gYwgPMsf7,Y,Y,47b71bfbefbad855,a71284f595ca949b,20,18,-2,bpt;bpt;bpt;bpt;bpt;bpt;bpt;bpt;ept;ept;ept;ept;ept;ept;ept;ept;it;it;ph;ph,bpt;bpt;bpt;bpt;bpt;bpt;bpt;bpt;ept;ept;ept;ept;ept;ept;ept;ept;ph;ph,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,1,1,C-002,O4yEMZ4BXb1gYwgPMsf7,Y,Y,8f9cb0827a6f07e9,7be03cd1911537df,20,18,-2,bpt;bpt;bpt;bpt;bpt;bpt;bpt;bpt;ept;ept;ept;ept;ept;ept;ept;ept;it;it;ph;ph,bpt;bpt;bpt;bpt;bpt;bpt;bpt;bpt;ept;ept;ept;ept;ept;ept;ept;ept;ph;ph,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,2,2,C-003,PIyEMZ4BXb1gYwgPMsf7,Y,Y,649ec796826db33a,c842743d40952ceb,20,18,-2,bpt;bpt;bpt;bpt;bpt;bpt;bpt;bpt;ept;ept;ept;ept;ept;ept;ept;ept;it;it;ph;ph,bpt;bpt;bpt;bpt;bpt;bpt;bpt;bpt;ept;ept;ept;ept;ept;ept;ept;ept;ph;ph,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,3,3,C-004,PYyEMZ4BXb1gYwgPMsf7,Y,Y,ae5ad1136c9773ac,4b8d5682353bad8f,20,18,-2,bpt;bpt;bpt;bpt;bpt;bpt;bpt;bpt;ept;ept;ept;ept;ept;ept;ept;ept;it;it;ph;ph,bpt;bpt;bpt;bpt;bpt;bpt;bpt;bpt;ept;ept;ept;ept;ept;ept;ept;ept;ph;ph,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,4,4,C-005,PoyEMZ4BXb1gYwgPMsf7,Y,Y,2c6e180ffa53f8a4,b8e95469106faf75,20,18,-2,bpt;bpt;bpt;bpt;bpt;bpt;bpt;bpt;ept;ept;ept;ept;ept;ept;ept;ept;it;it;ph;ph,bpt;bpt;bpt;bpt;bpt;bpt;bpt;bpt;ept;ept;ept;ept;ept;ept;ept;ept;ph;ph,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,5,5,C-006,P4yEMZ4BXb1gYwgPMsf7,Y,Y,21da47aa680f4e61,90f90b3621adab13,20,18,-2,bpt;bpt;bpt;bpt;bpt;bpt;bpt;bpt;ept;ept;ept;ept;ept;ept;ept;ept;it;it;ph;ph,bpt;bpt;bpt;bpt;bpt;bpt;bpt;bpt;ept;ept;ept;ept;ept;ept;ept;ept;ph;ph,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,6,6,C-007,QIyEMZ4BXb1gYwgPMsf7,Y,Y,4e70dfccc76a62ab,ff331a0bcf8e1e1b,20,18,-2,bpt;bpt;bpt;bpt;bpt;bpt;bpt;bpt;ept;ept;ept;ept;ept;ept;ept;ept;it;it;ph;ph,bpt;bpt;bpt;bpt;bpt;bpt;bpt;bpt;ept;ept;ept;ept;ept;ept;ept;ept;ph;ph,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,7,7,C-008,QYyEMZ4BXb1gYwgPMsf7,Y,Y,bdf2194d334f78db,45955d13c677dec1,20,18,-2,bpt;bpt;bpt;bpt;bpt;bpt;bpt;bpt;ept;ept;ept;ept;ept;ept;ept;ept;it;it;ph;ph,bpt;bpt;bpt;bpt;bpt;bpt;bpt;bpt;ept;ept;ept;ept;ept;ept;ept;ept;ph;ph,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,8,8,C-009,QoyEMZ4BXb1gYwgPMsf7,Y,Y,0d28f2574d400e80,7fff887fd726c47b,20,18,-2,bpt;bpt;bpt;bpt;bpt;bpt;bpt;bpt;ept;ept;ept;ept;ept;ept;ept;ept;it;it;ph;ph,bpt;bpt;bpt;bpt;bpt;bpt;bpt;bpt;ept;ept;ept;ept;ept;ept;ept;ept;ph;ph,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
MATCHED,alignment_text_fingerprint,high,,9,9,C-010,Q4yEMZ4BXb1gYwgPMsf7,Y,Y,8ca5402693292fdf,c23394960880daf4,20,18,-2,bpt;bpt;bpt;bpt;bpt;bpt;bpt;bpt;ept;ept;ept;ept;ept;ept;ept;ept;it;it;ph;ph,bpt;bpt;bpt;bpt;bpt;bpt;bpt;bpt;ept;ept;ept;ept;ept;ept;ept;ept;ph;ph,en-ca;fr-ca,en-CA;fr-CA,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,,False,False
