status,match_method,match_confidence,match_score,pre_index,post_index,pre_tuid,post_tuid,tuid_changed,text_changed,pre_text_hash,post_text_hash,pre_tag_count,post_tag_count,tag_count_delta,pre_tag_types,post_tag_types,pre_langs,post_langs,prop_types_pre,prop_types_post,has_dom_nesting_pre,has_dom_nesting_post
MATCHED,alignment_text_fingerprint,high,,0,0,mwTJKp4BFOP5uam1hhxZ,B-001,Y,Y,af8e1ac153c24bbd,080f48a88c21c156,4,8,4,bpt;bpt;ept;ept,bpt;bpt;bpt;bpt;ept;ept;ept;ept,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,alignment_text_fingerprint,high,,1,1,nATJKp4BFOP5uam1hhxZ,B-002,Y,Y,d9009439ff03214c,dfe165b49277fc9e,4,8,4,bpt;bpt;ept;ept,bpt;bpt;bpt;bpt;ept;ept;ept;ept,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,alignment_text_fingerprint,high,,2,2,nQTJKp4BFOP5uam1hhxZ,B-003,Y,,577c8e2ad07e5f86,577c8e2ad07e5f86,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,alignment_text_fingerprint,high,,3,3,ngTJKp4BFOP5uam1hhxZ,B-004,Y,,8ef6a0b7d99350ea,8ef6a0b7d99350ea,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,alignment_text_fingerprint,high,,4,4,nwTJKp4BFOP5uam1hhxZ,B-005,Y,Y,1ada171ca12369b1,efe7f86a61bae788,4,8,4,bpt;bpt;ept;ept,bpt;bpt;bpt;bpt;ept;ept;ept;ept,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,alignment_text_fingerprint,high,,5,5,oATJKp4BFOP5uam1hhxZ,B-006,Y,Y,ceff37513c708793,4c33b64ed093fee8,4,8,4,bpt;bpt;ept;ept,bpt;bpt;bpt;bpt;ept;ept;ept;ept,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,alignment_text_fingerprint,high,,6,6,oQTJKp4BFOP5uam1hhxZ,B-007,Y,Y,63e4eb05e078bc7b,68e36b6ce8d9d388,4,8,4,bpt;bpt;ept;ept,bpt;bpt;bpt;bpt;ept;ept;ept;ept,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,alignment_text_fingerprint,high,,7,7,ogTJKp4BFOP5uam1hhxZ,B-008,Y,Y,feaaa58866fa9a2e,252d249a0f04f361,4,8,4,bpt;bpt;ept;ept,bpt;bpt;bpt;bpt;ept;ept;ept;ept,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,alignment_text_fingerprint,high,,8,8,owTJKp4BFOP5uam1hhxZ,B-009,Y,Y,597504101cfc5cdb,edaab19b67dfe919,4,8,4,bpt;bpt;ept;ept,bpt;bpt;bpt;bpt;ept;ept;ept;ept,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,alignment_text_fingerprint,high,,9,9,pATJKp4BFOP5uam1hhxZ,B-010,Y,Y,abbae577877e344f,0b0462e33bd2c67a,4,8,4,bpt;bpt;ept;ept,bpt;bpt;bpt;bpt;ept;ept;ept;ept,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,alignment_text_fingerprint,high,,10,10,pQTJKp4BFOP5uam1hhxZ,B-011,Y,,5afe173ecb223f78,5afe173ecb223f78,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
MATCHED,alignment_text_fingerprint,high,,11,11,pgTJKp4BFOP5uam1hhxZ,B-012,Y,Y,50293fcfe89a141f,d6a2844d546023a7,4,8,4,bpt;bpt;ept;ept,bpt;bpt;bpt;bpt;ept;ept;ept;ept,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject;x-source;x-tag-complexity;x-tmx-group,False,False
